horse_id,horse_name,date,course,weather,race_number,race_name,num_horses,bracket_number,horse_number,odds,popularity,rank,jockey,weight_carried,surface,distance,track_condition,time,margin,passing_order,last_3f,horse_weight,weight_diff,winner_name,prize
2023100064,モーモーインディゴ,2026/03/29,水沢,晴,6,3歳C1一組,11,6,7,33.3,4.0,3,小林凌,56.0,ダ,1400.0,稍,93.8,1.9,9-9-9-6,40.1,417.0,4.0,ベアコルム,12.0
2023100064,モーモーインディゴ,2026/03/15,水沢,晴,5,がんばれ!岩手県の酪(3歳C1),7,7,7,13.0,4.0,3,小林凌,56.0,ダ,1400.0,良,96.1,1.1,7-7-6-5,41.6,413.0,-3.0,リュウノソウル,12.0
2023100064,モーモーインディゴ,2025/12/29,水沢,晴,6,2歳,9,5,5,7.8,5.0,5,小林凌,55.0,ダ,1300.0,重,84.3,1.3,7-8-8-8,38.2,416.0,5.0,シュガーストーン,4.6
2023100064,モーモーインディゴ,2025/12/15,水沢,曇,6,2歳,10,4,4,11.2,5.0,2,大坪慎,55.0,ダ,1300.0,不,84.6,0.4,9-8-8-5,39.1,411.0,-8.0,キンカメクオリア,22.8
2023100064,モーモーインディゴ,2025/11/30,水沢,曇,5,2歳,9,8,8,37.9,6.0,5,小林凌,55.0,ダ,1300.0,稍,87.2,2.0,8-8-7-7,39.9,419.0,1.0,リュウノナナホシ,4.6
2023100064,モーモーインディゴ,2025/11/05,門別,晴,3,2歳未勝利(未勝利),12,2,2,26.8,4.0,10,服部茂史,56.0,ダ,1000.0,稍,66.1,3.2,10-8,38.8,418.0,4.0,メイショウカラクサ,
2023100064,モーモーインディゴ,2025/10/21,門別,曇,4,2歳未勝利(未勝利),12,8,11,118.2,10.0,10,服部茂史,56.0,ダ,1000.0,稍,65.8,3.3,12-12,38.0,414.0,6.0,シンメファブル,
2023100064,モーモーインディゴ,2025/10/08,門別,晴,3,北海道馬主会特別1(未勝利)(2歳),12,7,10,212.7,10.0,9,岩橋勇二,56.0,ダ,1000.0,良,65.0,2.6,10-9,37.8,408.0,0.0,フィンガルスケーブ,
2023100064,モーモーインディゴ,2025/09/23,門別,晴,3,CONSAOLDS賞(未勝利)(2歳),11,1,1,234.3,8.0,10,阿岸潤一,55.0,ダ,1200.0,稍,80.1,4.7,11-11,40.6,408.0,0.0,ナイトセーリング,
2023100064,モーモーインディゴ,2025/09/09,門別,曇,4,2歳未勝利(未勝利),9,7,8,177.9,8.0,8,井上俊彦,55.0,ダ,1200.0,稍,79.2,4.0,9-9,40.3,408.0,0.0,ゴーゴークロア,
