date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,1,5,5,クウェンヤ,牝,8,54.0,岩本怜,51.5,,1,1.1,36.4,1-1,岩手三野宮通,430.0,12.0,2018101341
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,2,7,7,アンズビジン,牝,9,54.0,高松亮,52.2,4,3,10.3,36.9,2-2,岩手佐藤雅彦,411.0,-1.0,2017105759
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,3,6,6,ショウリュウテン,牡,4,56.0,佐々木志,52.3,1/2,8,106.4,36.9,3-3,岩手瀬戸幸一,451.0,8.0,2022103936
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,4,8,9,リトルプリンセス,牝,4,54.0,鈴木祐,53.0,4,5,19.0,37.5,4-4,岩手櫻田康二,372.0,-2.0,2022103786
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,5,2,2,キタスクワート,牡,12,56.0,小林凌,53.1,1/2,9,116.8,37.4,6-5,岩手櫻田康二,476.0,0.0,2014109022
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,6,4,4,ハッサク,セ,4,54.0,関本玲花,53.1,アタマ,6,33.6,37.2,5-6,岩手永田幸宏,421.0,1.0,2022109001
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,7,1,1,パワームーブ,牡,5,54.0,△坂井瑛音,53.6,3,7,45.3,37.5,8-7,岩手及川裕一,450.0,2.0,2021104089
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,8,3,3,エンジェルスラップ,牝,5,50.0,★斉藤友香,53.9,2,4,12.3,38.1,7,岩手工藤裕孝,420.0,-1.0,2021104249
2026/04/05,水沢,曇,1,2026岩手競馬シーズン開幕(C2),ダ,850,不,9,9,8,8,アストラヴェロ,牝,4,54.0,菅原辰徳,55.6,10,2,8.6,39.4,9,岩手瀬戸幸一,327.0,0.0,2022109170
2026/04/05,水沢,曇,2,C2十組,ダ,1300,不,10,1,7,8,ラムセス,牡,4,56.0,塚本涼人,82.8,,3,5.2,39.2,3-3,岩手小林俊彦,462.0,5.0,2022104943
2026/04/05,水沢,曇,2,C2十組,ダ,1300,不,10,2,1,1,アークエタニティ,牝,4,54.0,高橋悠里,83.0,1.1/2,2,3.4,39.8,1-1-1-1,岩手伊藤和忍,470.0,34.0,2022102011
2026/04/05,水沢,曇,2,C2十組,ダ,1300,不,10,3,5,5,ハクアイドリーム,牡,5,56.0,佐々木志,83.9,6,5,13.9,40.4,2-2-2,岩手菅原右吉,461.0,-1.0,2021101629
