date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,1,8,8,ゴガツノアマノガワ,牡,4,56.0,小林凌,71.6,,1,1.4,35.6,1-1,岩手橘友和,466.0,8.0,2022100922
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,2,1,1,アキミューミュー,牝,5,54.0,菅原辰徳,72.5,6,2,4.3,36.2,3,岩手新田守,469.0,-3.0,2021105344
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,3,2,2,フリットフライ,牡,4,56.0,山本聡哉,73.5,6,4,17.2,36.8,6,岩手佐藤雅彦,542.0,-8.0,2022102477
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,4,8,9,バララララララ,牝,6,54.0,山本政聡,74.2,4,3,6.5,38.1,2,岩手斉藤雄一,431.0,-1.0,2020100336
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,5,5,5,ハッサク,セ,4,54.0,関本玲花,76.4,大,6,31.5,39.7,5-4,岩手永田幸宏,413.0,-3.0,2022109001
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,6,3,3,グレースアイリス,牝,5,54.0,塚本涼人,76.5,クビ,7,73.7,39.8,4-3,岩手酒井仁,427.0,1.0,2021102704
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,7,7,7,ミヤビノオウザ,牡,4,56.0,佐々木志,77.0,3,5,26.5,40.2,7,岩手工藤裕孝,444.0,4.0,2022102686
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,8,4,4,ポイントバック,セ,6,56.0,南郷家全,77.0,クビ,8,164.6,38.4,8,岩手櫻田浩樹,502.0,-2.0,2020100041
2026/07/26,盛岡,曇,1,C2九組,ダ,1200,不,9,9,6,6,ラストパラダイス,セ,5,56.0,鈴木祐,77.2,3/4,9,164.6,38.2,9-6,岩手櫻田康二,477.0,0.0,2021102446
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,1,8,8,エムティヒビキ,セ,6,56.0,高橋悠里,73.1,,5,8.2,36.5,1-1,岩手佐藤敏彦,417.0,2.0,2020100567
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,2,1,1,カゼヨウビ,牝,4,54.0,鈴木祐,74.1,6,1,2.7,37.0,3-2,岩手佐藤敏彦,429.0,-1.0,2022102533
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,3,8,9,アルデムラータ,牝,4,54.0,小林凌,74.2,3/4,4,6.6,36.6,6,岩手佐藤敏彦,427.0,0.0,2022100218
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,4,2,2,ルレット,牝,6,54.0,塚本涼人,74.7,3,7,16.6,37.0,6-5,岩手酒井仁,484.0,5.0,2020104369
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,5,6,6,カリスティア,牝,4,54.0,南郷家全,74.7,クビ,6,10.9,37.9,2-3,岩手櫻田浩樹,404.0,-5.0,2022103540
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,6,4,4,サンホワイトクリフ,牡,4,55.0,☆坂井瑛音,74.7,ハナ,2,5.0,37.1,5-4,岩手菅原勲,415.0,-1.0,2022104532
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,7,5,5,ウインドモア,牡,4,56.0,岩本怜,75.1,2.1/2,3,5.3,37.7,8,岩手橘友和,491.0,1.0,2022109016
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,8,3,3,ジーティービート,牡,4,56.0,大坪慎,75.3,1,9,54.1,37.2,8-9,岩手佐藤敏彦,506.0,-3.0,2022102606
2026/07/26,盛岡,,2,C2八組,ダ,1200,不,9,9,7,7,ヨツバミッチー,牡,6,56.0,山本聡紀,75.7,2.1/2,8,18.8,37.8,7-7,岩手村上実,485.0,0.0,2020106480
2026/07/26,盛岡,,3,C2七組,ダ,1200,不,9,1,8,9,ブルコ,牝,10,54.0,大坪慎,73.8,,2,3.2,37.0,3-2,岩手橘友和,475.0,-3.0,2016101282
2026/07/26,盛岡,,3,C2七組,ダ,1200,不,9,2,6,6,フクノバルトラン,牡,7,56.0,山本聡紀,73.8,クビ,1,2.3,36.2,9-7,岩手板垣吉則,483.0,1.0,2019101537
2026/07/26,盛岡,,3,C2七組,ダ,1200,不,9,3,5,5,グレル,牝,8,54.0,南郷家全,74.0,1,6,9.6,36.4,8-6,岩手佐藤敏彦,457.0,-3.0,2018100843
2026/07/26,盛岡,,3,C2七組,ダ,1200,不,9,4,7,7,トリフォーリオ,牝,4,54.0,佐々木志,74.0,アタマ,5,9.4,37.3,2-1,岩手佐藤祐司,471.0,10.0,2022101512
