date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/04/19,水沢,晴,1,ファーストステップ 2歳 新馬戦,ダ,850,良,5,1,3,3,コパノブリックス,牡,2,55.0,山本聡紀,53.8,,1,2.2,37.9,1-1,岩手板垣吉則,397.0,0.0,2024104974
2026/04/19,水沢,晴,1,ファーストステップ 2歳 新馬戦,ダ,850,良,5,2,1,1,マナホクレア,牡,2,55.0,菅原辰徳,54.2,2.1/2,4,10.7,37.9,5-3,岩手板垣吉則,425.0,0.0,2024103117
2026/04/19,水沢,晴,1,ファーストステップ 2歳 新馬戦,ダ,850,良,5,3,2,2,リュウノマッチョ,牡,2,55.0,塚本涼人,54.5,2,2,2.6,38.5,3-2,岩手板垣吉則,490.0,0.0,2024103278
2026/04/19,水沢,晴,1,ファーストステップ 2歳 新馬戦,ダ,850,良,5,4,4,4,ユウユウジュレップ,牝,2,54.0,佐々木志,54.8,1.3/4,5,16.9,38.7,4-5,岩手佐藤祐司,389.0,0.0,2024104813
2026/04/19,水沢,晴,1,ファーストステップ 2歳 新馬戦,ダ,850,良,5,5,5,5,カシュタン,牡,2,55.0,高橋悠里,55.4,4,3,3.5,39.5,2-4,岩手板垣吉則,465.0,0.0,2024108071
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,1,8,8,ショウリュウテン,牡,4,56.0,佐々木志,53.5,,3,3.3,38.0,1-1,岩手瀬戸幸一,457.0,6.0,2022103936
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,2,2,2,カンビフレサン,牝,4,54.0,阿部英俊,54.0,3,1,2.6,37.9,7-5,岩手及川良春,399.0,-5.0,2022107061
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,3,5,5,ハッサク,セ,4,54.0,関本玲花,54.1,クビ,6,39.1,38.4,3-2,岩手永田幸宏,425.0,4.0,2022109001
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,4,3,3,スカイロック,牡,6,56.0,木間塚龍,54.1,クビ,2,2.9,37.9,8-7,岩手関本浩司,488.0,-12.0,2020106108
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,5,7,7,リトルプリンセス,牝,4,54.0,鈴木祐,54.1,ハナ,5,27.9,38.2,4-4,岩手櫻田康二,381.0,9.0,2022103786
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,6,1,1,キタクイン,牝,6,50.0,★斉藤友香,54.2,1/2,4,7.9,38.7,2-3,岩手櫻田康二,452.0,2.0,2020109034
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,7,4,4,キタスクワート,牡,12,54.0,△坂井瑛音,54.6,2.1/2,9,134.8,38.9,6-6,岩手櫻田康二,480.0,4.0,2014109022
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,8,6,6,メッチャサザン,牡,5,56.0,岩本怜,55.0,2.1/2,7,42.6,39.2,5,岩手石川栄,476.0,1.0,2021105198
2026/04/19,水沢,晴,2,C2,ダ,850,良,9,9,8,9,アストラヴェロ,牝,4,54.0,菅原辰徳,57.2,大,8,57.3,40.5,9,岩手瀬戸幸一,333.0,6.0,2022109170
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,1,3,3,シアトルプリンセス,牝,4,54.0,南郷家全,84.9,,1,1.6,40.0,1-1-1,岩手櫻田浩樹,439.0,-19.0,2022101085
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,2,1,1,カリスティア,牝,4,54.0,高松亮,86.3,9,3,9.0,40.9,5-4-3,岩手櫻田浩樹,414.0,0.0,2022103540
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,3,5,5,アラベスク,牝,4,54.0,小林凌,86.5,1.1/4,2,3.2,41.4,2-2-2,岩手橘友和,478.0,-2.0,2022102487
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,4,7,9,ヴェニーレ,牡,8,54.0,関本玲花,86.6,3/4,6,35.3,40.1,9-8-6-6,岩手関本浩司,461.0,2.0,2018100019
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,5,6,7,トーセンオリジン,牡,9,56.0,阿部英俊,86.8,3/4,4,10.3,40.0,10-11-7-9,岩手菅原勲,460.0,-2.0,2017104415
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,6,2,2,ヴィクストリア,牡,4,56.0,菅原辰徳,86.8,ハナ,5,35.1,40.4,7-6-8-2,岩手高橋純,454.0,6.0,2022107367
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,7,8,11,フジサンエンヤス,牝,4,50.0,★斉藤友香,87.1,2,8,69.1,41.0,4-5-5-3,岩手村上実,402.0,5.0,2022101051
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,8,7,8,ユートスプラ,牝,4,52.0,△坂井瑛音,87.5,2.1/2,11,107.7,41.0,6-7-9-8,岩手陶文峰,438.0,2.0,2022105952
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,9,8,10,アストラアヴィス,牝,4,54.0,岩本怜,88.4,6,7,46.5,41.7,11-10-10-7,岩手石川栄,438.0,2.0,2022101602
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,10,4,4,ラストパラダイス,セ,5,56.0,鈴木祐,88.6,1.1/2,10,83.2,41.5,8-9-11-10,岩手櫻田康二,469.0,4.0,2021102446
2026/04/19,水沢,晴,3,C2十組,ダ,1300,良,11,11,6,6,ソロフィオーレ,牝,4,54.0,塚本涼人,88.9,1.1/2,9,70.4,43.5,3-3-4-5,岩手工藤裕孝,403.0,0.0,2022101483
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,1,1,1,サンホワイトクリフ,牡,4,56.0,山本聡哉,86.1,,3,7.5,39.7,8-8-10,岩手菅原勲,419.0,0.0,2022104532
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,2,8,11,アニマルキリシマ,牡,6,56.0,南郷家全,86.2,クビ,2,2.4,42.1,2-2-2-2,岩手櫻田浩樹,469.0,-17.0,2020104447
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,3,5,5,スフォルツオ,牡,4,56.0,山本聡紀,86.4,1.1/2,5,22.2,41.1,3-3-4-3,岩手瀬戸幸一,478.0,4.0,2022106279
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,4,7,8,カニフ,牝,7,54.0,鈴木祐,86.5,クビ,4,21.7,40.7,7-7-6,岩手橘友和,459.0,0.0,2019106283
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,5,2,2,ミヤビノオウザ,牡,4,56.0,山本政聡,86.8,2,6,24.1,40.4,11-10-9-9,岩手工藤裕孝,436.0,2.0,2022102686
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,6,6,6,ハクアイドリーム,牡,5,56.0,佐々木志,86.9,1/2,8,52.0,41.6,4-4-5-4,岩手菅原右吉,465.0,3.0,2021101629
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,7,6,7,エバーアリエル,牝,5,52.0,△坂井瑛音,87.0,クビ,9,72.1,41.6,6-5-6-5,岩手工藤裕孝,443.0,4.0,2021105822
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,8,7,9,グレースアイリス,牝,5,54.0,塚本涼人,87.2,1.1/4,11,187.2,40.5,10-11-11,岩手酒井仁,424.0,-3.0,2021102704
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,9,4,4,イモータリティ,牡,4,56.0,小林凌,87.3,1/2,10,99.5,41.1,9-9-8-8,岩手工藤裕孝,455.0,1.0,2022101681
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,10,3,3,パワームーブ,牡,5,56.0,菅原辰徳,87.7,2.1/2,7,32.3,41.7,5-6-7,岩手及川裕一,462.0,12.0,2021104089
2026/04/19,水沢,晴,4,C2九組,ダ,1300,良,11,11,8,10,アークエタニティ,牝,4,54.0,高橋悠里,88.2,3,1,2.0,44.2,1-1-1-1,岩手伊藤和忍,468.0,-2.0,2022102011
2026/04/19,水沢,晴,5,C2八組,ダ,1300,良,11,1,6,7,ビアンカ,牝,6,54.0,佐々木志,85.0,,1,3.1,40.5,3-2-2-3,岩手佐藤祐司,433.0,2.0,2020106958
2026/04/19,水沢,晴,5,C2八組,ダ,1300,良,11,2,3,3,クリノアイオライト,牡,4,56.0,菅原辰徳,85.5,3,4,7.4,41.6,1-1,岩手高橋純,441.0,-1.0,2022101855
2026/04/19,水沢,晴,5,C2八組,ダ,1300,良,11,3,2,2,ウインドモア,牡,4,56.0,岩本怜,85.7,3/4,3,6.8,40.4,10-8-8-7,岩手橘友和,496.0,1.0,2022109016
2026/04/19,水沢,晴,5,C2八組,ダ,1300,良,11,4,1,1,ホロヨイマンゲツ,牡,4,54.0,△坂井瑛音,86.0,1.1/2,11,28.6,41.3,6-4-4-4,岩手菅原勲,501.0,-5.0,2022103464
2026/04/19,水沢,晴,5,C2八組,ダ,1300,良,11,5,5,5,ピースオブライツ,牝,4,54.0,山本聡紀,86.0,アタマ,6,10.6,41.6,2-2,岩手三野宮通,419.0,-1.0,2022100129
