horse_id,horse_name,date,course,weather,race_number,race_name,num_horses,bracket_number,horse_number,odds,popularity,rank,jockey,weight_carried,surface,distance,track_condition,time,margin,passing_order,last_3f,horse_weight,weight_diff,winner_name,prize
2020106630,ヘウレシス,2026/01/01,川崎,晴,4.0,五煙草賞(C3),14,1.0,1,1.8,1.0,1,町田直希,54.0,ダ,1500.0,稍,100.1,0.0,8-8-7-8,39.1,436.0,-1.0,(ダイゴホマレリュウ),80.0
2020106630,ヘウレシス,2025/12/16,川崎,晴,7.0,アストレア賞(C2),14,3.0,3,9.1,5.0,3,町田直希,54.0,ダ,2000.0,重,138.8,1.1,4-5-5-4,41.7,437.0,4.0,ファイヤーボール,37.5
2020106630,ヘウレシス,2025/10/17,川崎,晴,8.0,C3一二三(C3二),12,7.0,10,6.9,3.0,1,町田直希,54.0,ダ,1500.0,稍,99.0,0.0,6-6-3-3,40.9,433.0,-12.0,(ハツワカ),80.0
2020106630,ヘウレシス,2025/09/05,大井,雨,1.0,C3一二,14,8.0,14,40.0,12.0,6,櫻井光輔,54.0,ダ,1600.0,不,106.2,1.1,6-7-6-5,42.2,445.0,3.0,フローラルロマンス,
2020106630,ヘウレシス,2025/08/10,大井,雨,1.0,C3選抜牝馬,11,8.0,10,29.4,9.0,7,中村尚平,54.0,ダ,1400.0,不,90.9,2.4,6-7-8,40.5,442.0,4.0,ビートリニティ,
2020106630,ヘウレシス,2025/07/18,大井,晴,1.0,C3二三,12,7.0,10,51.6,8.0,8,中村尚平,54.0,ダ,1600.0,重,103.7,1.0,8-8-8-9,41.0,438.0,3.0,ビューティフルベル,
2020106630,ヘウレシス,2025/07/01,大井,曇,6.0,C2九十11(C2十),14,8.0,13,,,,中村尚平,54.0,ダ,1600.0,良,,,,,437.0,2.0,,
2020106630,ヘウレシス,2025/06/10,大井,曇,8.0,グラスホッパー賞(C2),11,1.0,1,95.9,10.0,4,中村尚平,54.0,ダ,1600.0,稍,104.6,1.0,9-9-11-10,39.5,435.0,0.0,アエノジャッジ,15.0
2020106630,ヘウレシス,2025/05/19,大井,曇,7.0,C2121314(C213),13,5.0,7,171.8,11.0,6,中村尚平,54.0,ダ,1400.0,重,89.4,0.8,5-3-2,39.2,435.0,0.0,セブンゴー,
2020106630,ヘウレシス,2025/04/15,大井,晴,7.0,C2111213(C212),14,8.0,13,127.7,12.0,13,岡村健司,54.0,ダ,1400.0,重,91.4,2.4,9-11-12,39.2,435.0,7.0,デルマウチガケ,
2020106630,ヘウレシス,2025/03/25,大井,晴,7.0,C21314,12,7.0,9,39.5,7.0,10,本田正重,54.0,ダ,1600.0,良,106.4,2.5,11-11-11-11,39.6,428.0,0.0,ファーストメイト,
2020106630,ヘウレシス,2025/03/11,大井,曇,6.0,C21213,12,5.0,6,12.9,7.0,11,町田直希,54.0,ダ,1600.0,重,106.9,2.4,12-12-12-12,40.6,428.0,-5.0,ホクトシュンパチ,
2020106630,ヘウレシス,2025/02/17,大井,曇,6.0,C2151617(C216),14,8.0,14,5.3,4.0,5,本橋孝太,54.0,ダ,1400.0,良,90.7,0.8,13-12-10,39.2,433.0,0.0,アイスラリマー,10.0
2020106630,ヘウレシス,2025/01/27,大井,曇,9.0,C21415,14,3.0,3,8.9,5.0,5,本田正重,54.0,ダ,1600.0,良,106.2,1.0,13-13-12-12,39.1,433.0,-6.0,サーストントラスト,10.0
2020106630,ヘウレシス,2024/10/17,大井,曇,10.0,YJSトライアルラウ(C2),14,6.0,9,19.6,6.0,5,高橋優,54.0,ダ,1800.0,良,121.3,1.2,13-12-13-11,40.5,439.0,2.0,ボラボラフレイバー,18.0
2020106630,ヘウレシス,2024/10/01,大井,晴,8.0,バーバラ賞(C2),10,8.0,9,7.7,4.0,5,本田正重,54.0,ダ,1600.0,良,105.6,0.6,9-9-9-8,39.1,437.0,-4.0,シタベッド,10.0
2020106630,ヘウレシス,2024/09/11,大井,晴,6.0,C2八九,11,3.0,3,13.0,7.0,3,吉原寛人,54.0,ダ,1600.0,良,104.3,0.4,11-9-10-9,39.0,441.0,-4.0,サンバフレイバー,25.0
2020106630,ヘウレシス,2024/08/13,大井,晴,8.0,ジャマイカ・ジョー賞(C2),14,8.0,13,23.6,5.0,6,本田正重,54.0,ダ,1600.0,良,105.2,1.6,12-12-14-12,39.5,445.0,2.0,ヴァイザーバルコ,
2020106630,ヘウレシス,2024/07/31,大井,曇,4.0,C2八九,11,1.0,1,9.4,5.0,3,本田正重,54.0,ダ,1600.0,良,105.6,1.8,11-11-11-10,41.1,443.0,2.0,ジャスティンダイヤ,25.0
2020106630,ヘウレシス,2024/06/27,大井,曇,8.0,プランターズ・パンチ(C2),12,5.0,5,18.9,7.0,6,笹川翼,54.0,ダ,1600.0,良,105.9,0.8,10-10-11-10,41.5,441.0,-5.0,ガンモレジェンド,
2020106630,ヘウレシス,2024/06/03,大井,雨,8.0,アプリコット・サワー(C2),13,7.0,10,15.9,5.0,1,笹川翼,54.0,ダ,1600.0,不,105.9,0.0,4-4-5-4,41.8,446.0,-4.0,(ラモラック),100.0
2020106630,ヘウレシス,2024/05/13,大井,雨,7.0,C2141516(C215),13,8.0,13,11.7,4.0,9,笹川翼,54.0,ダ,1600.0,不,107.6,2.9,12-12-12-12,42.5,450.0,12.0,ゴールデンエール,
2020106630,ヘウレシス,2024/04/22,大井,曇,7.0,C2131415(C214),13,5.0,8,,,取,笹川翼,54.0,ダ,1600.0,稍,,,,,,,ハプルーン,
2020106630,ヘウレシス,2024/01/22,大井,曇,5.0,C21516,12,6.0,8,5.1,3.0,7,笹川翼,54.0,ダ,1600.0,不,107.1,2.4,11-11-9-9,41.4,438.0,-6.0,シンティリオ,
2020106630,ヘウレシス,2023/12/26,大井,晴,5.0,C21213,14,3.0,3,1.6,1.0,2,笹川翼,54.0,ダ,1600.0,良,107.0,0.2,10-10-10-9,41.9,444.0,0.0,ミトノベルーガー,40.0
2020106630,ヘウレシス,2023/12/06,大井,晴,4.0,3歳150万,12,7.0,10,1.5,1.0,2,笹川翼,54.0,ダ,1600.0,良,106.9,0.0,4-4-5-3,40.8,444.0,1.0,ファンネルマーク,56.0
2020106630,ヘウレシス,2023/10/30,大井,晴,5.0,3歳155万,10,5.0,5,3.4,2.0,2,笹川翼,54.0,ダ,1600.0,良,105.4,0.8,2-2-2-2,41.5,443.0,19.0,ウインフィエルテ,56.0
2020106630,ヘウレシス,2023/09/03,3小倉8,晴,3.0,3歳未勝利,16,7.0,14,47.1,10.0,5,西塚洸二,51.0,ダ,1700.0,良,106.6,1.7,10-10-9-9,38.8,424.0,-2.0,スマートケープ,55.0
2020106630,ヘウレシス,2023/08/13,3小倉2,晴,3.0,3歳未勝利,16,2.0,3,203.3,12.0,5,西塚洸二,51.0,ダ,1700.0,良,106.8,1.5,9-9-8-7,39.0,426.0,0.0,プレッジ,55.0
2020106630,ヘウレシス,2023/06/11,3阪神4,曇,6.0,3歳未勝利,18,3.0,5,360.9,16.0,12,中井裕二,54.0,芝,1600.0,稍,97.8,2.9,17-17,36.9,426.0,-6.0,ハレアカラフラ,
2020106630,ヘウレシス,2023/04/15,2阪神7,雨,1.0,3歳未勝利,16,4.0,7,74.7,11.0,13,鮫島克駿,54.0,ダ,1400.0,不,87.2,2.6,15-15,37.2,432.0,0.0,アロットドリーム,
2020105381,パーティーキング,2026/03/18,浦和,曇,4.0,C3三四,10,3.0,3,78.7,10.0,1,古岡勇樹,56.0,ダ,1500.0,良,99.6,-0.5,7-8-6-2,39.8,489.0,-9.0,(ワールドバトル),80.0
2020105381,パーティーキング,2026/03/06,川崎,曇,12.0,ファイナルアンサー賞(C3),14,1.0,1,15.3,6.0,中,新原周馬,56.0,ダ,1500.0,稍,,,14-14-14,,498.0,2.0,クインズカヤノヒメ,
2020105381,パーティーキング,2026/02/05,川崎,晴,3.0,C3三四,12,2.0,2,41.5,7.0,12,新原周馬,56.0,ダ,1400.0,良,97.4,4.1,5-7-8-10,42.6,496.0,4.0,モズミコシ,
2020105381,パーティーキング,2025/11/21,川崎,晴,7.0,C2九,12,4.0,4,62.3,10.0,12,新原周馬,56.0,ダ,1400.0,良,96.1,4.5,8-9-11-12,42.1,492.0,2.0,マルモリアクティブ,
2020105381,パーティーキング,2025/10/16,川崎,曇,8.0,YJSトライアルラウ(C2),14,7.0,12,8.6,6.0,14,谷内貫太,56.0,ダ,1600.0,重,109.8,2.0,11-11-12-13,42.4,490.0,0.0,メイワノワ,
2020105381,パーティーキング,2025/09/25,浦和,晴,1.0,ランチタイムチャレン(C2),10,5.0,5,15.8,3.0,10,新原周馬,56.0,ダ,1400.0,良,92.7,3.1,10-10-10-10,39.3,490.0,11.0,エムティリラ,
2020105381,パーティーキング,2025/09/11,川崎,雨,12.0,グリーンチャンネル開(C2),0,6.0,10,,,,新原周馬,56.0,ダ,1500.0,不,,,,,,,,
2020105381,パーティーキング,2025/08/22,川崎,晴,6.0,オレガノ賞(C3),8,8.0,8,2.2,1.0,2,新原周馬,56.0,ダ,1500.0,良,98.9,0.0,4-4-5-5,41.0,479.0,-9.0,ミストラ,48.0
2020105381,パーティーキング,2025/08/05,川崎,晴,6.0,ペパーミント賞(C3),10,8.0,10,35.2,9.0,2,新原周馬,56.0,ダ,1500.0,良,98.4,0.0,2-3-1-2,40.7,488.0,-1.0,メイワノワ,48.0
2020105381,パーティーキング,2025/07/07,川崎,晴,7.0,C3三四五(C3四),12,3.0,3,16.6,7.0,11,新原周馬,56.0,ダ,1500.0,良,102.4,2.4,8-8-10-8,43.8,489.0,4.0,メイワノワ,
2020105381,パーティーキング,2025/03/07,川崎,晴,9.0,二輪草賞(C2),6,3.0,3,,,除,山本聡哉,56.0,ダ,1400.0,重,,,,,487.0,2.0,クルメミッチー,
2020105381,パーティーキング,2025/02/08,川崎,晴,8.0,リコリス賞(C3),11,8.0,11,28.5,6.0,4,山本聡哉,56.0,ダ,1500.0,良,99.9,1.2,11-11-10-10,40.1,485.0,9.0,ハヤブサアポチャン,18.0
2020105381,パーティーキング,2025/01/04,川崎,晴,5.0,門松賞(C3),11,6.0,6,36.1,7.0,6,本田正重,56.0,ダ,1500.0,良,101.4,2.6,10-10-11-10,41.1,476.0,2.0,アスクムービーオン,
2020105381,パーティーキング,2024/12/13,川崎,曇,12.0,46thホワイトクリ(C1C2),14,4.0,5,36.3,8.0,8,本田正重,55.0,ダ,1600.0,良,107.9,1.3,13-14-14-13,41.8,474.0,10.0,グラスアラバニーユ,
2020105381,パーティーキング,2024/11/01,船橋,曇,9.0,馬い!サンサンエッグ(C2九),12,5.0,5,9.5,5.0,3,本田正重,56.0,ダ,1500.0,稍,99.9,1.5,11-11-11-10,40.0,464.0,-3.0,ウインプロティア,25.0
2020105381,パーティーキング,2024/09/27,船橋,雨,9.0,C2六七,10,3.0,3,5.8,3.0,3,本田正重,56.0,ダ,1500.0,稍,100.7,1.3,9-9-9-9,40.5,467.0,-14.0,インザホッパー,25.0
