date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,1,2,2,パーティーキング,牡,6,56.0,古岡勇樹,98.5,,7,62.4,40.7,3-4-3-4,川崎田辺陽一,489.0,0.0,2020105381
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,2,8,12,エルキーオ,牡,5,56.0,野畑凌,98.9,2,2,2.5,41.3,2-2-2-2,川崎佐藤博紀,516.0,-1.0,2021101881
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,3,5,6,トミサンペガサス,牝,6,54.0,中越琉世,99.1,1,5,29.5,41.1,8-8-5-3,川崎村田六郎,485.0,0.0,2020106043
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,4,4,4,ファイアーワークス,牡,4,56.0,吉原寛人,99.1,アタマ,1,1.9,41.7,1-1-1-1,川崎林隆之,598.0,0.0,2022105625
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,5,1,1,ヘウレシス,牝,6,54.0,町田直希,99.3,3/4,3,6.1,41.3,7-7-6,川崎茂木浩幸,445.0,9.0,2020106630
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,6,6,7,アナザームーン,牡,6,56.0,岡村健司,99.3,クビ,4,11.4,41.5,4-5-4-5,船橋斉藤敏,483.0,1.0,2020106055
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,7,5,5,ラフォンターナ,牡,5,56.0,岡村裕基,100.0,3,12,350.7,41.7,10-9,川崎山田正実,535.0,1.0,2021103474
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,8,6,8,ミサイルビスケッツ,牝,6,53.0,☆中山遥人,101.0,5,6,29.9,41.9,12-10-8,川崎今井輝和,419.0,5.0,2020103064
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,9,8,11,ニシノテンカフブ,牡,6,56.0,吉留孝司,101.6,3,9,228.5,42.2,13-11-11,浦和吉田正美,471.0,0.0,2020100193
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,10,3,3,ユウユウアイリス,牝,5,54.0,秋元耕成,101.6,アタマ,11,252.2,42.7,11-11-7,浦和酒井一則,463.0,0.0,2021103539
2026/04/08,川崎,晴,1,枡形山賞(C3),ダ,1500,重,12,11,7,9,タマモコンペイトウ,牝,6,52.0,中島良美,101.9,1.1/2,10,230.6,43.0,9-10-9-9,浦和川島豊,458.0,-5.0,2020101718
