date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,1,3,3,ミツカネスコーピオ,牡,4,56.0,高橋悠里,52.9,,2,3.3,37.4,2,岩手伊藤和忍,487.0,2.0,2022106867
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,2,8,9,オーロプロサングエ,牡,4,56.0,村上忍,53.0,1/2,1,1.6,37.3,3,岩手陶文峰,480.0,2.0,2022101726
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,3,8,10,ティルナノーグ,セ,4,56.0,塚本涼人,53.4,2.1/2,3,5.4,38.1,1-1,岩手千葉博次,483.0,25.0,2022100137
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,4,4,4,キタクイン,牝,6,54.0,鈴木祐,54.1,4,8,51.5,38.3,,岩手櫻田康二,450.0,-1.0,2020109034
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,5,7,7,スカイロック,牡,6,56.0,岩本怜,54.3,1.1/4,7,43.4,38.2,,岩手関本浩司,470.0,-1.0,2020106108
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,6,1,1,アグリオ,牝,5,53.0,☆坂井瑛音,54.4,クビ,5,28.2,38.2,6-3,岩手三野宮通,414.0,9.0,2021102169
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,7,7,8,ソロフィオーレ,牝,4,54.0,佐々木志,54.5,1/2,9,66.1,38.8,4,岩手工藤裕孝,414.0,-1.0,2022101483
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,8,2,2,エンジェルスラップ,牝,5,50.0,★斉藤友香,55.1,4,4,28.0,38.4,7-4,岩手工藤裕孝,419.0,8.0,2021104249
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,9,6,6,ハッサク,セ,4,54.0,関本玲花,55.1,アタマ,6,37.8,38.3,8-5,岩手永田幸宏,421.0,-1.0,2022109001
2026/06/07,水沢,曇,1,C2,ダ,850,良,10,10,5,5,アドマイヤハイジ,牝,8,54.0,山本政聡,56.2,7,10,70.9,38.7,9-6,岩手菅原学,409.0,-8.0,2018104891
2026/06/07,水沢,曇,2,C2九組,ダ,1300,良,8,1,8,8,ハクアイドリーム,牡,5,56.0,佐々木志,86.1,,5,13.5,41.2,1-1-1,岩手菅原右吉,461.0,1.0,2021101629
2026/06/07,水沢,曇,2,C2九組,ダ,1300,良,8,2,7,7,ワンダーフルーリ,牝,6,54.0,高松亮,86.7,4,2,2.7,41.7,2,岩手橘友和,459.0,4.0,2020106432
2026/06/07,水沢,曇,2,C2九組,ダ,1300,良,8,3,5,5,イモータリティ,牡,4,56.0,山本政聡,86.9,1,4,6.6,40.4,6-5-4-3,岩手工藤裕孝,456.0,-1.0,2022101681
2026/06/07,水沢,曇,2,C2九組,ダ,1300,良,8,4,2,2,アラベスク,牝,4,54.0,小林凌,86.9,クビ,1,2.5,40.1,7-6-7-7,岩手橘友和,475.0,-3.0,2022102487
2026/06/07,水沢,曇,2,C2九組,ダ,1300,良,8,5,3,3,アストラアヴィス,牝,4,54.0,菅原辰徳,87.2,2,7,35.2,41.7,2-4,岩手石川栄,431.0,-4.0,2022101602
2026/06/07,水沢,曇,2,C2九組,ダ,1300,良,8,6,1,1,ラストパラダイス,セ,5,56.0,鈴木祐,87.3,クビ,8,140.7,40.8,4-6-6,岩手櫻田康二,472.0,1.0,2021102446
2026/06/07,水沢,曇,2,C2九組,ダ,1300,良,8,7,4,4,グレースアイリス,牝,5,54.0,塚本涼人,87.8,3,3,5.6,41.9,3-3-8,岩手酒井仁,426.0,-1.0,2021102704
2026/06/07,水沢,曇,2,C2九組,ダ,1300,良,8,8,6,6,アンテニトルス,牝,4,50.0,★斉藤友香,88.6,5,6,19.5,42.1,5-4-5-9,岩手千葉幸喜,460.0,2.0,2022103000
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,1,8,9,パワームーブ,牡,5,56.0,高松亮,85.9,,2,3.5,40.2,1-1-1-1,岩手及川裕一,464.0,-2.0,2021104089
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,2,7,7,ハッピーグローリー,牝,4,54.0,山本政聡,86.2,2,3,6.3,40.4,2-2-2-2,岩手斉藤雄一,472.0,5.0,2022100610
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,3,1,1,ディオファントス,牡,6,56.0,高橋悠里,86.3,クビ,1,3.5,40.4,3-3,岩手千葉博次,510.0,-4.0,2020103491
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,4,6,6,ヨツバミッチー,牡,6,56.0,村上忍,86.7,2.1/2,4,8.0,39.2,9-8-9-7,岩手村上実,499.0,6.0,2020106480
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,5,2,2,アルデムラータ,牝,4,54.0,鈴木祐,86.7,クビ,6,10.2,40.0,7-4-4,岩手佐藤敏彦,423.0,0.0,2022100218
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,6,4,4,ウインドモア,牡,4,56.0,岩本怜,86.8,1/2,7,10.5,39.2,8-6-8-6,岩手橘友和,490.0,-11.0,2022109016
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,7,8,8,ジーティービート,牡,4,56.0,小林凌,87.1,1.1/2,5,9.7,40.3,5-5-6-5,岩手佐藤敏彦,500.0,0.0,2022102606
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,8,5,5,ディーファンクス,牡,5,52.0,★斉藤友香,87.1,クビ,8,17.0,39.9,6-7-7-8,岩手斉藤雄一,499.0,-7.0,2021100501
2026/06/07,水沢,曇,3,C2八組,ダ,1300,良,9,9,3,3,クラレット,セ,4,56.0,菅原辰徳,87.7,4,9,18.2,41.0,4-5-4,岩手高橋純,476.0,8.0,2022105342
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,1,8,8,キラン,牝,5,54.0,塚本涼人,85.7,,1,2.6,40.6,2-2-2-2,岩手酒井仁,388.0,2.0,2021100015
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,2,1,1,レモンスフレ,牝,5,54.0,佐々木志,85.8,クビ,2,2.7,40.8,1-1-1-1,岩手工藤裕孝,426.0,0.0,2021107043
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,3,3,3,ラムセス,牡,4,56.0,菅原辰徳,86.2,2.1/2,3,4.9,40.7,3-4-3,岩手小林俊彦,462.0,0.0,2022104943
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,4,5,5,ドルチェヴィータ,牝,8,52.0,関本玲花,86.5,2,6,27.1,40.4,5-5-5,岩手工藤裕孝,444.0,-1.0,2018103953
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,5,7,7,ジョードプル,牡,5,56.0,山本聡紀,86.8,1.1/2,4,7.3,41.5,5-3-3-4,岩手佐藤敏彦,445.0,-2.0,2021100065
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,6,2,2,トモセンスイ,牝,4,54.0,南郷家全,87.1,2,9,38.5,40.6,7-8-7-7,岩手櫻田浩樹,389.0,2.0,2022100079
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,7,6,6,ウインドアベニュー,牡,7,56.0,小林凌,87.2,1/2,7,27.4,40.2,9-8-8,岩手橘友和,455.0,-1.0,2019105823
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,8,4,4,ジーティーポライト,牝,5,50.0,★斉藤友香,87.6,2.1/2,8,29.2,41.5,8-7-6,岩手斉藤雄一,455.0,-8.0,2021104920
2026/06/07,水沢,曇,4,C2七組,ダ,1300,良,9,9,8,9,プリズムスペクトル,牝,5,53.0,☆坂井瑛音,88.0,2.1/2,5,26.0,41.5,4-6-6-9,岩手千葉幸喜,445.0,2.0,2021107160
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,1,1,1,グラスリッキー,牡,3,56.0,山本政聡,90.9,,1,1.6,40.3,1-1-1,岩手櫻田康二,474.0,4.0,2023104251
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,2,7,9,ジーティーウブラブ,牝,3,54.0,阿部英俊,92.7,大,2,4.6,41.2,12-9-7,岩手及川良春,391.0,-1.0,2023101629
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,3,6,8,コンバットハート,牝,3,54.0,岩本怜,92.7,ハナ,9,61.0,41.9,2-2-2,岩手三野宮通,447.0,-1.0,2023100106
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,4,8,12,ハウトゥヴェール,牡,3,56.0,村上忍,92.7,クビ,3,12.9,41.5,7-6-6-3,岩手千葉幸喜,454.0,1.0,2023107426
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,5,2,2,トモエナゲ,牡,3,56.0,高橋悠里,93.0,1.3/4,4,14.9,42.0,4-4-4-2,岩手斉藤雄一,478.0,-8.0,2023105542
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,6,5,5,ボビネット,牝,3,52.0,関本玲花,93.0,アタマ,8,20.9,41.8,5-5-5-4,岩手菅原右吉,448.0,-7.0,2023102368
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,7,3,3,スリジェダムール,牝,3,54.0,鈴木祐,93.3,2,7,20.9,40.6,9-10-9,岩手櫻田康二,418.0,-6.0,2023102318
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,8,8,11,サフール,牡,3,56.0,高松亮,93.3,ハナ,5,15.3,41.6,6-7-6,岩手及川裕一,469.0,7.0,2023104625
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,9,5,6,スパンキーウェーブ,牝,3,54.0,小林凌,94.4,7,10,67.1,41.1,10,岩手永田幸宏,460.0,-12.0,2023106385
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,10,7,10,バラノキシ,牡,3,56.0,山本聡紀,94.5,クビ,6,16.2,43.6,3-3-3-5,岩手板垣吉則,422.0,6.0,2023106520
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,11,4,4,スズットアリス,牝,3,54.0,佐々木志,95.3,5,11,125.9,43.5,8-8-8-8,岩手三野宮通,393.0,2.0,2023100078
2026/06/07,水沢,曇,5,3歳C1三組,ダ,1400,良,12,12,6,7,オーラビースト,牡,3,56.0,菅原辰徳,102.9,大,12,231.5,49.5,11-10,岩手小林俊彦,464.0,1.0,2023102754
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,1,3,3,コロッセウム,牡,3,56.0,山本政聡,92.0,,2,3.2,40.7,7-8-4-3,岩手橘友和,456.0,4.0,2023103337
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,2,6,7,アメジストブルー,牝,3,54.0,阿部英俊,92.4,2.1/2,1,1.5,41.6,3-3-1,岩手吉田司,485.0,3.0,2023104768
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,3,8,12,ピッタンヌンムル,牝,3,54.0,山本聡紀,92.5,1/2,6,28.7,41.4,4-5-5-4,岩手佐藤敏彦,423.0,-6.0,2023104819
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,4,4,4,ハミッツキャンディ,牡,3,56.0,高橋悠里,93.0,3,5,22.5,40.6,13-11-7,岩手西野直樹,447.0,-4.0,2023107436
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,5,2,2,グラッドキングダム,牡,3,55.0,☆坂井瑛音,93.3,2,7,72.8,41.7,5-7-7-8,岩手及川良春,461.0,6.0,2023106042
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,6,1,1,キタノボストン,セ,3,56.0,小林凌,93.9,4,4,16.7,43.4,1-1-1-2,岩手飯田弘道,443.0,-5.0,2023106348
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,7,5,6,イッツオンリーラブ,牝,3,54.0,菅原辰徳,94.3,2.1/2,3,10.1,43.7,2-2-2-5,岩手新田守,398.0,-3.0,2023104946
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,8,7,10,ユキノレックス,牡,3,56.0,高松亮,94.5,3/4,8,72.8,40.8,15-13,岩手畠山信一,467.0,3.0,2023102349
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,9,6,8,ユウユウロッゲン,牡,3,56.0,鈴木祐,94.6,3/4,11,166.1,42.5,10-10-9,岩手飯田弘道,460.0,-7.0,2023103202
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,10,5,5,ワイルドグレイス,牝,3,54.0,佐々木志,94.6,アタマ,9,74.8,43.2,4-6-6,岩手佐藤祐司,416.0,4.0,2023100939
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,11,7,9,モンサンジャスミン,牝,3,54.0,岩本怜,94.8,1,12,189.8,42.5,6-11-12,岩手佐藤祐司,396.0,6.0,2023100747
2026/06/07,水沢,曇,6,3歳C1二組,ダ,1400,良,12,12,8,11,タカマキセブン,牝,3,54.0,塚本涼人,95.8,6,10,147.6,43.9,14-8-10,岩手佐藤祐司,431.0,2.0,2023102650
2026/06/07,水沢,曇,7,3歳C1一組,ダ,1400,良,12,1,2,2,ヒナタ,牝,3,54.0,山本聡哉,91.9,,1,1.3,40.4,8-6-3,岩手畠山信一,448.0,5.0,2023105457
2026/06/07,水沢,曇,7,3歳C1一組,ダ,1400,良,12,2,7,9,アイビーキラリ,牝,3,54.0,鈴木祐,92.1,1.1/4,2,3.2,41.0,2-2-2-2,岩手櫻田康二,417.0,-3.0,2023106574
2026/06/07,水沢,曇,7,3歳C1一組,ダ,1400,良,12,3,5,6,トーセンクリステル,牝,3,50.0,★斉藤友香,93.1,6,5,47.1,40.9,6-7,岩手佐藤浩一,442.0,-7.0,2023105359
2026/06/07,水沢,曇,7,3歳C1一組,ダ,1400,良,12,4,8,12,シスターブラック,牝,3,54.0,高松亮,93.2,1/2,4,27.1,42.2,1-1-1-1,岩手工藤裕孝,457.0,0.0,2023102624
2026/06/07,水沢,曇,7,3歳C1一組,ダ,1400,良,12,5,8,11,オフクマメ,牝,3,54.0,小林凌,93.4,1.1/2,3,14.7,42.0,4-4-4,岩手橘友和,469.0,5.0,2023102105
2026/06/07,水沢,曇,7,3歳C1一組,ダ,1400,良,12,6,4,4,ブリーゼプリマベラ,牝,3,54.0,塚本涼人,94.0,4,7,52.1,41.0,10-10-8-7,岩手工藤裕孝,492.0,-2.0,2023101053
2026/06/07,水沢,曇,7,3歳C1一組,ダ,1400,良,12,7,5,5,リオジョウ,牝,3,53.0,☆坂井瑛音,94.3,1.1/2,10,140.6,42.3,5-5,岩手佐藤浩一,435.0,3.0,2023106366
