date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,1,7,7,マークオブゾロ,牡,4,57.0,葛山晃平,95.8,,1,2.3,41.8,3-3-2-1,金沢川添明弘,493.0,-10.0,2022103608
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,2,3,3,ニューレトロ,牡,7,57.0,松戸政也,96.3,2.1/2,2,3.2,41.7,4-4-4-3,金沢金田一昌,461.0,2.0,2019106145
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,3,5,5,ロングサクセション,牡,8,57.0,青柳正義,96.8,2.1/2,4,6.8,42.0,6-6-6-4,金沢鈴木正也,487.0,-4.0,2018103771
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,4,8,10,ナムラジャクソン,牡,6,57.0,鈴木太一,97.7,4,10,134.0,42.1,10-10-10-10,金沢吉井一良,523.0,-11.0,2020106189
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,5,6,6,シュンレツ,牡,5,57.0,魚住謙心,97.7,ハナ,3,6.7,42.9,7-7-5-5,金沢鋤田誠二,464.0,13.0,2021100334
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,6,8,9,ビッグタイマー,牡,8,57.0,柴田勇真,97.8,クビ,8,86.5,42.7,8-8-8-7,金沢鋤田誠二,474.0,0.0,2018104873
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,7,7,8,クリノヒビキ,セ,11,57.0,吉田晃浩,98.3,2.1/2,7,44.2,43.0,9-9-9-8,金沢田嶋弘幸,515.0,-6.0,2015103766
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,8,1,1,タワークライマー,セ,4,57.0,田知弘久,98.5,3/4,5,8.1,44.6,1-1-1-2,金沢金田一昌,442.0,-11.0,2022103334
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,9,4,4,アマソナ,牝,6,55.0,兼子千央,98.5,クビ,9,103.6,43.7,5-5-7-9,金沢井樋一也,479.0,-2.0,2020103801
2026/03/28,金沢,晴,1,しゅん&えりか☆べりーべりー結婚記念(C2),ダ,1400,良,10,10,2,2,シャンハイノハナ,牝,4,55.0,甲賀弘隆,101.3,大,6,21.7,47.3,2-2-3-6,金沢中川雅之,438.0,0.0,2022100186
2026/03/28,金沢,晴,2,C25,ダ,1400,良,10,1,1,1,カフジウヴァ,牡,4,57.0,青柳正義,96.3,,2,2.8,39.7,3-3-3-3,金沢池田敦,467.0,0.0,2022110050
2026/03/28,金沢,晴,2,C25,ダ,1400,良,10,1,4,4,パラモランド,牡,4,57.0,栗原大河,96.3,同着,5,20.8,40.1,2-2-2-2,金沢堀場裕充,502.0,-12.0,2022100916
2026/03/28,金沢,晴,2,C25,ダ,1400,良,10,3,8,10,コーパスクリスティ,牡,6,57.0,中島龍也,96.5,1,1,1.7,40.4,1-1-1-1,金沢加藤和宏,497.0,-12.0,2020103703
2026/03/28,金沢,晴,2,C25,ダ,1400,良,10,4,5,5,パープルヘイズ,牝,4,55.0,鈴木太一,97.9,7,7,46.2,40.3,9-9-7-7,金沢室井眞文,466.0,-15.0,2022100895
