date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,1,6,8,ドリームパッション,牡,2,55.0,岩橋勇二,67.4,,1,2.7,37.6,2-2,北海道田中淳司,460.0,2.0,2024105621
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,2,6,7,コンチワッチ,牝,2,55.0,井上瑛太,68.6,6,2,4.4,38.6,4-3,北海道桧森邦夫,472.0,-2.0,2024109058
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,3,5,5,ライトビーンズ,牝,2,55.0,黒澤愛斗,68.7,クビ,4,5.7,37.8,10-8,北海道森山雄大,416.0,4.0,2024104266
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,4,2,2,ハッピーアフリート,牝,2,55.0,宮内勇樹,69.4,3,9,157.0,38.8,9,北海道斉藤正弘,382.0,2.0,2024101495
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,5,8,12,ルナベレッツァ,牝,2,55.0,落合玄太,69.4,ハナ,5,6.6,39.1,7-5,北海道小国博行,450.0,2.0,2024107280
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,6,3,3,フェリンヴァラー,牡,2,55.0,小野楓馬,69.6,1,3,5.6,39.9,1-1,北海道小野望,474.0,0.0,2024101042
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,7,5,6,リコーツェッペリン,牡,2,55.0,石川倭,69.7,クビ,6,10.0,39.7,3-4,北海道川島雅人,448.0,0.0,2024101256
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,8,4,4,リュウノソイジャー,牡,2,55.0,服部茂史,71.8,大,10,168.1,40.7,9,北海道山田和久,448.0,-2.0,2024102136
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,9,8,11,アンクルチャーリー,牡,2,55.0,亀井洋司,72.0,1,12,402.9,42.0,6-7,北海道佐々木国,442.0,2.0,2024105521
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,10,7,10,マナラニアケア,牡,2,55.0,松井伸也,72.3,1.1/2,8,70.7,42.3,5-6,北海道桧森邦夫,450.0,0.0,2024102399
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,11,7,9,イグレックリヤン,牝,2,54.0,☆阿岸潤一,73.3,5,11,318.7,42.0,,北海道五十嵐冬,428.0,6.0,2024102175
2026/07/16,門別,晴,1,2歳 未勝利,ダ,1100,重,12,12,1,1,ジャスパーロマン,牝,2,55.0,桑村真明,76.2,大,7,47.5,44.6,11,北海道佐久間雅,440.0,2.0,2024104394
2026/07/16,門別,晴,2,2歳 未勝利,ダ,1700,重,11,1,5,5,リヴァールミナス,牝,2,55.0,落合玄太,113.4,,2,4.8,40.8,6-6-5-2,北海道田中淳司,474.0,6.0,2024102275
2026/07/16,門別,晴,2,2歳 未勝利,ダ,1700,重,11,2,3,3,リガンド,牡,2,55.0,石川倭,113.4,ハナ,1,1.4,40.7,2-4-4-3,北海道米川昇,482.0,0.0,2024100373
2026/07/16,門別,晴,2,2歳 未勝利,ダ,1700,重,11,3,4,4,カルリトス,牡,2,55.0,黒澤愛斗,113.9,2.1/2,8,159.7,41.8,1-1-1-1,北海道小国博行,460.0,-6.0,2024101536
2026/07/16,門別,晴,2,2歳 未勝利,ダ,1700,重,11,4,6,6,エカヒリオ,牝,2,55.0,宮内勇樹,114.2,1.1/2,7,96.5,41.1,8-7-7-6,北海道五十嵐冬,428.0,6.0,2024102188
2026/07/16,門別,晴,2,2歳 未勝利,ダ,1700,重,11,5,8,10,トシデンセツ,牡,2,55.0,小野楓馬,114.7,2.1/2,4,11.2,42.3,5-3-3-5,北海道斉藤正弘,462.0,0.0,2024100146
