date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,1,8,8,オガル,牡,3,57.0,小野楓馬,61.8,,1,1.1,37.3,3-2,北海道桧森邦夫,508.0,24.0,2023104804
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,2,5,5,オギフシノチカイ,牝,3,55.0,亀井洋司,62.2,2,2,5.5,37.9,1-1,北海道佐々木国,440.0,8.0,2023101890
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,3,6,6,コパノバートン,牡,3,57.0,桑村真明,63.6,7,3,6.2,38.9,2-5,北海道角川秀樹,530.0,0.0,2023100401
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,4,4,4,ペンタフェリーチェ,牝,3,55.0,宮内勇樹,63.6,アタマ,9,300.2,38.7,5-6,北海道廣森久雄,468.0,4.0,2023106693
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,5,3,3,オハマチャン,牝,3,55.0,岩橋勇二,63.8,1,8,167.8,38.9,4-4,北海道千葉津代,398.0,6.0,2023101750
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,6,8,9,シャア,牡,3,57.0,若杉朝飛,63.9,クビ,7,84.1,38.0,,北海道森山雄大,422.0,-4.0,2023107459
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,7,7,7,リコージュピター,牝,3,54.0,☆阿岸潤一,64.3,2,6,76.6,38.6,8-8,北海道五十嵐冬,480.0,30.0,2023101622
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,8,2,2,オオイシサクラ,牝,3,55.0,阿部龍,64.5,1,4,46.1,37.8,,北海道角川秀樹,418.0,6.0,2023104144
2026/04/15,門別,曇,1,3歳条件 未勝利,ダ,1000,良,9,9,1,1,フジノアルファ,牡,3,57.0,黒澤愛斗,64.8,1.1/2,5,65.0,39.1,7-7,北海道米川昇,466.0,14.0,2023103924
2026/04/15,門別,曇,2,3歳条件 未勝利,ダ,1000,良,9,1,6,6,ハヤテノダイキチ,セ,3,57.0,落合玄太,62.1,,1,1.7,36.5,6-3,北海道小国博行,434.0,0.0,2023109059
