date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,rank,bracket_number,horse_number,horse_name,sex,age,weight_carried,jockey,time,margin,popularity,odds,last_3f,passing_order,stable,horse_weight,weight_diff,horse_id
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,1,5,5,カンタベリービーム,牡,3,57.0,永森大智,83.8,,6,25.7,38.8,2-2-2-3,高知雑賀正光,456.0,-6.0,2023101471
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,2,8,9,シデンイッセン,牡,3,57.0,佐原秀泰,83.9,1/2,4,7.1,38.7,5-5-5-4,高知川野勇馬,486.0,2.0,2023103739
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,3,4,4,ガディスビクトリア,牝,3,55.0,多田羅誠,84.1,1,2,3.8,38.1,6-7-7-8,高知平和人,475.0,5.0,2023104061
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,4,2,2,タイムトゥパーティ,牝,3,55.0,赤岡修次,84.1,ハナ,1,1.8,39.3,1-1-1-1,高知田中守,455.0,-3.0,2023102156
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,5,8,8,ソックス,牡,3,57.0,宮川実,84.6,2.1/2,3,7.0,38.9,7-6-6-7,高知宮路洋一,428.0,-2.0,2023107431
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,6,6,6,シーザソング,牡,3,57.0,郷間勇太,84.9,1.1/2,5,12.7,39.9,4-4-4-2,高知西川敏弘,482.0,4.0,2023100675
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,7,7,7,バーニングホット,牝,3,55.0,大澤誠志,85.6,3,7,30.7,39.4,8-9-9-9,高知細川忠義,416.0,6.0,2023100549
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,8,1,1,スマートビガー,牡,3,57.0,岡遼太郎,85.7,1/2,8,65.8,40.5,3-3-3-6,高知中西達也,412.0,-2.0,2023102762
2026/05/23,高知,曇,1,3歳ー3,ダ,1300,不,9,9,3,3,ユミッチラブ,牡,3,57.0,上田将司,86.0,1.1/2,9,121.8,40.0,9-8-8-10,高知国澤輝幸,437.0,9.0,2023100499
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,1,5,5,キーチデッドミラー,牡,3,57.0,宮川実,83.2,,1,2.3,38.3,9-8,高知西川敏弘,446.0,7.0,2023101261
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,2,6,6,エートゥージー,牡,3,57.0,上田将司,83.2,アタマ,6,17.7,38.8,7-7,高知西川敏弘,538.0,5.0,2023101745
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,3,3,3,ジョウショーブリエ,牝,3,55.0,永森大智,83.2,アタマ,5,8.8,39.1,5-6-6,高知雑賀正光,453.0,-5.0,2023105773
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,4,2,2,クロシオバンザイ,牡,3,57.0,岡村卓弥,83.5,1.1/2,2,4.4,39.8,4-4-4-4,高知雑賀正光,445.0,1.0,2023107427
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,5,8,9,グリエールキック,牝,3,54.0,☆城野慈尚,83.7,1,4,7.1,40.0,6-5-5-5,高知工藤真司,471.0,-5.0,2023102049
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,6,1,1,ザガラ,牡,3,57.0,多田羅誠,83.8,1/2,3,5.5,40.5,1-1-1-1,高知工藤真司,509.0,8.0,2023105588
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,7,7,8,ブラックオレンジ,牝,3,55.0,佐原秀泰,84.3,2.1/2,8,21.9,41.0,2-2-2-2,高知国澤輝幸,430.0,7.0,2023101952
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,8,8,10,フォレストターキン,牝,3,55.0,山田義貴,84.6,1.1/2,7,21.3,41.2,3-3-3-3,高知別府真司,441.0,-1.0,2023101413
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,9,4,4,カミイウルフ,牡,3,57.0,妹尾浩一,85.2,3,10,157.5,40.0,8-7,高知川野勇馬,450.0,3.0,2023107453
2026/05/23,高知,曇,2,3歳ー2,ダ,1300,不,10,10,7,7,シシランマン,牝,3,55.0,石本純也,86.0,4,9,78.4,40.5,10-9-8,高知別府真司,432.0,0.0,2023102533
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,1,7,8,リュウノラブゲーム,牝,4,55.0,上田将司,106.9,,6,16.5,39.0,5-3-3-3,高知国澤輝幸,436.0,-5.0,2022107349
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,2,4,4,アルマリカシバ,牝,4,53.0,△阿部基嗣,107.0,1/2,5,8.4,39.2,2-2-2-2,高知西山裕貴,461.0,5.0,2022101248
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,3,3,3,ボンベール,牡,10,57.0,佐原秀泰,107.0,ハナ,3,6.2,39.1,1-1-1-1,高知宮川浩一,507.0,0.0,2016102904
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,4,1,1,バントック,牡,4,57.0,妹尾浩一,107.1,1/2,1,2.1,39.0,3-4-4-5,高知打越勇児,442.0,-2.0,2022102903
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,5,7,7,ブランカアンヘル,牝,4,55.0,岡遼太郎,107.2,3/4,2,3.6,38.8,4-6-6-6,高知国澤輝幸,425.0,-2.0,2022105945
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,6,8,9,アキロック,牡,10,56.0,☆城野慈尚,107.6,2,7,26.5,38.8,8-7-8-8,高知国澤輝幸,473.0,-2.0,2016103008
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,7,2,2,コスモバラタ,牡,6,57.0,岡村卓弥,107.7,1/2,4,8.1,39.4,6-5-5-4,高知工藤真司,475.0,1.0,2020105746
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,8,6,6,スマイル,牡,10,57.0,大澤誠志,109.1,7,9,251.6,40.3,9-7-7,高知胡本友晴,523.0,0.0,2016104696
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,9,5,5,シェルブールレイン,牝,5,55.0,西森将司,109.9,4,8,68.0,41.1,7-8,高知嬉勝則,498.0,5.0,2021105189
2026/05/23,高知,曇,3,C3ー11,ダ,1600,不,10,10,8,10,キャッスルバジオウ,牡,6,57.0,石本純也,111.4,7,10,293.9,41.7,10,高知宮川真衣,455.0,-2.0,2020104322
2026/05/23,高知,曇,4,Bー4,ダ,1400,不,10,1,8,9,アースライザー,セ,9,57.0,永森大智,89.1,,2,3.8,38.4,7-5-6-4,高知宮川浩一,493.0,-1.0,2017103285
2026/05/23,高知,曇,4,Bー4,ダ,1400,不,10,2,6,6,アメージング,牡,4,57.0,多田羅誠,89.6,2.1/2,1,1.9,39.6,2-2-2-2,高知田中譲二,509.0,-1.0,2022107287
